"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"V11",0.157447948207395,0.275617126265819,0.340592479470183,0.166487939360298,0.111705977221578,0.0493765197474917,-0.0254809805128615,-0.0464813471804176,-0.220068482179583,-0.482637007963081,1,0.129141541788703,-0.253988952340395,0.0380484406523773,0.086326711794005,-0.0881246609928843,0.261731808655729,0.0026962900642834,0.149142567033257,-0.215536967048037
"V12",-0.209136993960596,-0.210228282839266,0.269468155617344,-0.118869601761211,0.153333623095516,0.378063691696116,-0.134666953734294,-0.33746108431453,-0.649630481685489,-0.325306577784265,0.0594930758463672,1,-0.439700071259574,-0.141439186640746,0.270685405602545,0.115325869859946,0.0354452653740878,-0.0370240491364296,0.74792401509803,0.165763824940555
"V13",0.266498626756172,-0.0337114392520394,-0.0450823258305356,0.0071763542613237,-0.40016124322249,0.10803279627784,0.823352037370489,0.238985103728383,0.260382236277187,0.138318717672931,-0.150948001661051,-0.202793211047723,1,-0.593376642912065,0.162867403223454,0.581438382340279,-0.164304945383578,-0.488247190766073,-0.114823173411653,0.136156470446495
"V14",-0.128974540167428,-0.325399851130875,0.117386332672945,-0.150209024130327,-0.224131692443364,0.143282747104847,-0.363151961102,0.227388426905979,-0.208248858711517,0.417785440588545,0.329397484414343,0.215477863549843,-0.24720304813014,1,0.262984119657352,0.0702675561577729,0.276148087317429,0.182535907633442,-0.256720270272619,-0.221171339403019
"V15",0.150774416549837,0.0147365533248766,-0.329841530141715,-0.0527585657564777,0.0363136528954539,0.0634305393832778,-0.425597088732028,0.153703956090725,-0.0412383715935029,-0.134910462538802,0.096350159410003,-0.200056182545664,-0.205968060235843,0.00770951702802739,1,0.0350732839281324,0.530611623046559,0.0586182342529007,-0.193711043787592,-0.704178530631066
"V16",-0.149624670230524,-0.236340475337787,-0.116052873698222,0.258984973772918,-0.411479198901813,0.0891603838794326,-0.0584481629260818,0.0414721964789515,-0.0896899970261703,-0.152175106047363,0.160640474103971,-0.273234812553425,-0.0433915137400389,-0.182040916094091,0.0454492664939586,1,0.03765562230501,-0.230592435973554,0.0950830078040568,0.0372315635737598
"V17",0.104546344849792,0.121881757425263,0.241761386225518,0.0860955905658256,0.325973568872852,-0.0569602616227822,0.018232316321669,0.383972963092705,-0.38657182663164,-0.219313347719566,-0.0835562117566096,-0.249137992027128,0.155424300756699,0.0911514832754311,-0.320074463926594,-0.420272689667158,1,-0.271990601424026,0.0220698154266656,-0.0606802255437253
"V18",0.0958352040528191,0.578518908233452,0.191533713886626,-0.119148218608319,0.210949771196244,0.038146750278584,0.20743014987076,0.189357726443633,0.0184937007198573,-0.0678553404310391,0.484995810614501,-0.179292801506091,-0.20861315650992,0.186621624778961,0.281941700771433,-0.123028878222902,0.169898966861274,1,0.0736843311361941,0.0715850976794245
"V19",-0.466524281626623,0.0137299126927844,0.665889021698598,-0.864901474924213,0.233567946662035,0.165906068525001,-0.372858557964651,-0.484660478666,0.122157987308886,0.597926942595187,0.750056730747006,-0.448516199581413,-0.308971363788529,0.42720183027802,0.133739736539367,-0.154031783822185,-0.190288661677217,-0.0084149449257736,1,0.245313562754216
"V20",-0.208150402777989,-0.0553864331974327,0.0487055412415285,0.228155670432458,0.1069386202347,-0.307304872178191,0.132851998636336,-0.0978386402017398,-0.11171989798155,0.0891811170041164,-0.0706588619309422,-0.214793424164367,0.258744282770595,-0.194785979364619,0.0956173768353257,-0.0433659922767898,-0.0359934841752477,-0.209277666975147,0.389081257495962,1
